,Contact ID,Average Pageviews,Number of Pageviews,Number of Sessions,IP Country,url0,url1,url2,url3
301577,48614701,1,1,1,nigeria,5,0,0,0
301578,48618601,1,3,2,united states,5,0,0,0
301579,48623901,3,13,4,saudi arabia,5,4,5,2
301590,48981251,9,9,1,india,4,2,0,0
301593,49846801,3,10,3,macedonia,3,12,0,0
301594,44291401,1,1,1,india,5,0,0,0
301595,46639001,1,1,1,united states,5,0,0,0
301602,49848951,0,0,1,egypt,5,0,0,0
301607,49864101,1,1,1,singapore,5,0,0,0
301609,49865151,1,7,4,hong kong,6,7,5,0
301615,49899901,1,1,1,estonia,5,0,0,0
301619,49914851,6,6,1,bahrain,7,3,7,5
301620,46644251,1,1,1,united states,5,0,0,0
301621,46646401,2,4,2,india,2,3,5,0
301622,46648801,1,1,1,india,5,0,0,0
301636,49923451,5,11,2,india,3,6,2,2
301637,49925551,1,1,1,zambia,5,0,0,0
301640,49937451,1,1,1,india,5,0,0,0
301642,49943051,1,1,1,united states,9,0,0,0
301660,47865851,3,3,1,finland,4,5,0,0
301666,49071451,1,1,1,united kingdom,5,0,0,0
301669,49077151,1,1,1,iran (islamic republic of),6,5,0,0
301671,49080301,2,2,1,brazil,5,0,0,0
301672,49081601,1,2,2,turkey,3,5,0,0
301675,50899001,1,2,2,india,7,0,0,0
301676,50901951,5,5,1,india,3,6,7,5
301679,46653751,2,2,1,india,6,5,0,0
301681,46827251,1,1,1,india,5,0,0,0
301685,46832651,0,0,1,united states,5,0,0,0
301701,48630451,3,9,3,peru,4,5,6,2
301702,49085301,2,2,1,germany,2,4,0,0
301718,49971351,0,0,1,india,3,0,0,0
301719,49975651,8,8,1,united states,3,3,9,1
301720,49979901,0,0,1,united kingdom,5,0,0,0
301722,49982901,4,8,2,united kingdom,11,0,0,0
301723,49986051,2,22,8,italy,3,6,7,6
301726,50011801,5,5,1,india,3,7,3,0
301727,50012901,0,6,7,canada,5,0,0,0
301728,44313501,0,0,1,united states,15,0,0,0
301729,44319501,2,4,2,india,5,0,0,0
301730,44322201,1,1,1,germany,5,0,0,0
301731,44340951,3,3,1,egypt,5,0,0,0
301734,46854251,2,2,1,brazil,6,0,0,0
301742,48078003,2,2,1,india,5,0,0,0
301747,46872501,1,5,5,saudi arabia,5,0,0,0
301750,46876601,1,1,1,germany,5,0,0,0
301758,46896551,1,3,2,austria,4,5,0,0
301761,46900601,1,1,1,nigeria,5,0,0,0
301763,48984651,1,1,1,india,4,0,0,0
301765,50908151,1,1,1,india,5,0,0,0
301766,50924751,1,8,5,india,2,4,0,0
301768,50934651,2,2,1,paraguay,5,0,0,0
301769,50935151,0,0,1,canada,5,0,0,0
301770,50938201,3,6,2,united states,2,0,0,0
301771,50955501,2,4,2,united states,6,7,5,0
301774,47874751,2,5,2,canada,2,4,5,0
301776,47885601,4,12,3,south korea,3,2,3,3
301781,47900701,1,2,2,united states,2,4,0,0
301786,47907051,1,1,1,brazil,5,0,0,0
301799,48632051,1,7,5,india,7,6,7,5
301805,39415551,7,7,1,united states,6,6,4,3
301806,44342901,4,12,3,indonesia,9,1,4,7
301835,46667501,2,2,1,india,6,5,0,0
301836,46668751,2,2,1,canada,3,5,0,0
301837,46911652,3,10,3,united states,8,9,9,1
301838,46916151,1,1,1,malaysia,5,0,0,0
301841,46922501,2,5,2,netherlands,9,3,5,0
301843,46926701,1,4,3,dominican republic,5,0,0,0
301844,46927851,1,2,2,united states,5,0,0,0
301845,46928151,0,0,1,belgium,5,0,0,0
301846,48101751,2,2,1,germany,5,0,0,0
301864,39433201,1,1,1,united states,5,0,0,0
301866,46676051,4,35,8,argentina,3,6,3,3
301868,46687101,1,1,1,mexico,5,0,0,0
301869,46687401,1,1,1,iran (islamic republic of),5,0,0,0
301870,46691751,1,1,1,japan,5,0,0,0
301878,46930001,0,0,1,switzerland,5,0,0,0
301883,49001151,2,2,1,india,5,0,0,0
301897,39454201,0,0,1,united states,5,0,0,0
301901,46930801,1,1,1,france,5,0,0,0
301906,46949601,0,0,1,ireland,3,0,0,0
301911,46961551,2,2,1,germany,6,7,0,0
301921,46833601,2,2,1,india,5,0,0,0
301923,46965801,3,6,2,ukraine,3,6,0,0
301924,46966251,1,1,1,nigeria,5,0,0,0
301926,46966751,1,21,14,mexico,2,4,2,4
301928,46968051,1,1,1,bahrain,5,0,0,0
301930,48642451,3,3,1,united states,6,0,0,0
301931,48645551,5,5,1,colombia,3,6,6,6
301940,44359051,1,1,1,finland,5,0,0,0
301948,46972651,1,1,1,turkey,5,0,0,0
301949,46983560,4,4,1,egypt,3,3,6,0
301950,46985474,3,3,1,canada,2,3,0,0
301951,48679901,0,0,1,australia,4,0,0,0
301952,48691451,2,2,1,india,14,5,0,0
301953,48701401,2,2,1,israel,5,0,0,0
301954,48711551,1,1,1,india,5,0,0,0
301958,39471751,1,1,1,united states,7,0,0,0
301961,46720552,1,1,1,poland,5,0,0,0
301965,48726801,1,4,3,bulgaria,3,3,5,0
301966,48729901,1,1,1,united states,5,0,0,0
301967,48731201,2,2,1,united states,5,0,0,0
301968,48731751,2,7,3,france,2,2,4,2
301969,48731951,1,1,1,united states,5,0,0,0
301971,48752101,0,0,1,sweden,5,0,0,0
301972,49011501,1,9,9,nigeria,5,0,0,0
301974,49099001,0,0,1,france,5,0,0,0
301976,49107601,1,5,3,united states,6,7,5,0
301979,50050851,1,4,4,australia,2,3,4,0
301980,50956251,1,2,2,netherlands,4,0,0,0
301990,48759951,1,14,10,canada,4,2,4,2
301991,48780851,1,14,8,india,4,0,0,0
301992,48811001,1,1,1,nigeria,5,0,0,0
301998,49124301,4,4,1,china,3,7,5,0
302004,49133901,3,13,4,south africa,4,0,0,0
302005,49140201,1,1,1,india,5,0,0,0
302007,39495051,5,5,1,hong kong,6,6,3,5
302013,46727551,1,1,1,united states,11,0,0,0
302021,46988562,1,1,1,kenya,5,0,0,0
302034,49143901,1,1,1,italy,4,4,0,0
302036,48811901,0,0,2,turkey,12,7,0,0
302037,48821651,3,16,5,bosnia and herzegovina,3,7,5,7
302038,48825351,1,1,1,united kingdom,5,0,0,0
302039,48843251,1,2,2,spain,6,5,0,0
302040,48851801,0,0,2,united states,5,0,0,0
302041,48852851,2,8,3,kazakhstan,6,3,12,0
302042,48867251,3,3,1,sri lanka,3,5,0,0
302043,48868851,0,0,2,germany,5,4,0,0
302044,48882501,3,3,1,india,5,0,0,0
302045,48885751,5,5,1,india,7,3,5,0
302046,48888151,4,4,1,greece,2,4,2,4
302047,50064351,1,1,1,singapore,2,0,0,0
302048,50065051,9,18,2,india,7,3,7,8
302050,50068701,1,1,1,united states,5,0,0,0
302057,50128001,0,0,1,netherlands,4,0,0,0
302058,50137351,2,2,1,hong kong,3,5,0,0
302059,50140951,0,0,1,germany,5,0,0,0
302060,50957151,2,2,1,united states,5,0,0,0
302069,48889901,2,2,1,spain,7,0,0,0
302070,48909701,1,1,1,argentina,5,0,0,0
302071,48917451,0,0,1,russian federation,5,0,0,0
302072,49012401,0,2,3,india,3,0,0,0
302076,49159501,1,1,1,ethiopia,5,0,0,0
302079,50144301,6,6,1,united states,7,5,7,6
302081,50156351,1,1,1,singapore,4,0,0,0
302083,50959351,0,0,1,united arab emirates,5,0,0,0
302084,50969151,1,2,2,united states,5,0,0,0
302086,50982751,1,1,1,turkey,5,0,0,0
302088,50991551,1,1,1,united kingdom,5,0,0,0
302089,51000601,2,4,2,india,5,0,0,0
302091,39514601,2,2,1,united states,5,0,0,0
302094,46998401,1,1,1,mexico,4,0,0,0
302098,47012001,1,2,2,china,7,5,0,0
302099,47017601,2,2,1,united states,5,0,0,0
302118,49167151,1,1,1,kenya,5,0,0,0
302119,44370951,3,3,1,india,2,5,0,0
302120,44375401,0,0,1,united kingdom,5,0,0,0
302121,44376601,1,1,1,brazil,5,0,0,0
302123,47019501,0,0,1,romania,5,0,0,0
302124,47022201,0,0,1,australia,5,0,0,0
302126,47024101,0,0,1,united states,5,0,0,0
302128,47030501,2,5,2,india,3,3,3,0
302129,47032151,1,1,1,india,5,0,0,0
302131,47045001,1,3,2,bangladesh,6,0,0,0
302132,47047351,1,5,4,philippines,5,0,0,0
302133,47047601,1,25,22,italy,4,2,4,5
302141,47934451,0,0,1,india,5,0,0,0
302145,44389651,1,2,2,australia,5,0,0,0
302163,48937951,2,2,1,italy,5,0,0,0
302166,50189401,0,0,1,united states,7,0,0,0
302167,50201251,0,0,1,canada,4,0,0,0
302168,50204701,0,0,1,spain,7,0,0,0
302169,51004251,2,4,2,switzerland,7,0,0,0
302170,51010701,7,7,1,hungary,7,5,0,0
302171,51029651,1,10,9,united states,5,0,0,0
302173,48306055,2,5,2,united states,2,4,2,3
302174,48946751,1,1,1,united states,4,0,0,0
302175,48947801,5,23,4,new zealand,1,2,2,1
302176,48950601,5,5,1,united states,4,0,0,0
302184,48961101,1,5,3,canada,7,5,7,0
302190,51044651,7,7,1,bahrain,6,14,0,0
302192,51054801,5,5,1,china,5,0,0,0
302194,51063501,2,2,1,india,3,7,0,0
302195,51074601,4,4,1,germany,6,6,12,0
302196,51076301,4,4,1,spain,2,1,4,0
302197,51081101,0,0,1,india,5,0,0,0
302199,51091901,1,2,2,united states,5,4,0,0
302200,44396551,10,10,1,iran (islamic republic of),6,6,1,2
302202,44419151,1,2,2,germany,3,5,0,0
302203,44420051,0,0,1,united kingdom,4,0,0,0
302217,47947151,3,6,2,india,6,0,0,0
302218,47951301,0,0,1,united states,5,0,0,0
302228,44431501,2,2,1,egypt,2,5,0,0
302229,44460401,1,1,1,indonesia,5,0,0,0
302230,44461801,1,1,1,united states,5,0,0,0
302231,44478051,2,9,4,singapore,7,6,7,6
302232,44479901,3,3,1,india,3,5,0,0
302233,44480701,10,10,1,india,3,6,3,4
302234,44495401,2,2,1,australia,2,4,0,0
302235,44500301,2,5,2,united kingdom,10,4,2,0
302244,48986601,5,10,2,india,1,9,0,0
302249,49033151,1,2,2,serbia,5,0,0,0
302268,48988051,1,3,2,india,5,0,0,0
302269,48988651,1,1,1,sweden,7,0,0,0
302279,49002401,1,1,1,japan,5,0,0,0
302280,50218851,1,8,6,united states,6,6,3,2
302281,51109701,2,2,1,china,5,0,0,0
302305,48138651,1,1,1,poland,5,0,0,0
302309,48140301,1,1,1,united kingdom,3,0,0,0
302312,51133801,1,1,1,india,5,0,0,0
302318,39539451,1,1,1,brazil,5,0,0,0
302319,39540701,4,4,1,india,7,0,0,0
302320,39540951,9,18,2,india,5,2,2,2
302321,44522801,1,9,5,finland,3,6,8,5
302322,46736651,1,1,1,turkey,5,0,0,0
302328,47961401,1,1,1,india,6,0,0,0
302335,51159251,0,0,1,united kingdom,4,0,0,0
302336,51177601,1,1,1,ethiopia,5,0,0,0
302337,51191401,5,5,1,south korea,7,5,7,5
302338,51193651,3,6,2,india,3,2,2,5
302339,51204501,0,0,3,indonesia,4,5,0,0
302340,39542051,3,3,1,afghanistan,1,5,0,0
302342,39548551,0,0,1,argentina,5,0,0,0
302343,44556251,0,0,1,india,5,0,0,0
302345,47061601,2,2,1,finland,3,5,0,0
302349,47076851,1,3,2,india,2,3,5,0
302351,48006951,1,1,1,united states,4,0,0,0
302359,49059851,1,1,1,united states,5,0,0,0
302360,49171451,0,0,1,france,5,0,0,0
302362,49172951,1,1,1,brazil,5,0,0,0
302365,49180501,1,1,1,india,5,0,0,0
302366,51236301,0,0,1,france,5,0,0,0
302368,44566451,1,1,1,united kingdom,5,0,0,0
302369,44575551,0,0,1,ireland,4,0,0,0
302370,44578951,2,2,1,singapore,4,0,0,0
302371,44588101,5,5,1,india,3,5,7,5
302372,44607801,0,0,1,united states,5,0,0,0
302374,44628951,1,1,1,thailand,5,0,0,0
302376,44631951,4,4,1,united states,5,7,5,0
302378,48014501,2,4,2,united states,9,7,2,4
302381,48014814,1,4,3,united states,3,2,4,0
302390,49014901,4,4,1,india,1,4,0,0
302395,39556701,1,1,1,united states,5,0,0,0
302396,46874801,2,2,1,france,6,0,0,0
302401,48016418,4,4,1,india,3,6,6,7
302416,49194501,3,59,19,poland,4,3,7,6
302420,49210701,5,5,1,iraq,5,7,6,5
302421,39563951,1,1,1,united states,5,0,0,0
302422,44641151,1,1,1,india,5,0,0,0
302431,47976901,2,2,1,united states,8,0,0,0
302439,48147751,1,10,7,ireland,3,6,2,4
302444,48307103,0,0,1,united states,4,0,0,0
302445,48307110,1,1,1,united states,4,0,0,0
302448,49067151,1,11,7,greece,4,0,0,0
302452,49022351,1,2,2,united states,5,0,0,0
302454,49037951,1,3,2,united states,7,5,0,0
302465,49081151,2,14,7,united states,12,0,0,0
302477,50225001,1,1,1,sweden,5,0,0,0
302478,51237351,1,1,1,germany,5,0,0,0
302479,44662701,5,11,2,israel,4,2,4,2
302480,44678801,1,1,1,united states,5,0,0,0
302481,44679201,3,3,1,russian federation,3,6,0,0
302485,46886851,1,1,1,nigeria,5,0,0,0
302486,46887101,1,2,2,tanzania,3,0,0,0
302487,46888251,3,14,4,egypt,2,3,7,6
302488,46890151,2,16,7,india,3,3,5,7
302498,48038051,2,2,1,india,2,3,0,0
302505,50238401,0,0,1,china,5,0,0,0
302506,50244351,2,6,3,united arab emirates,5,4,5,0
302507,50248901,3,3,1,sweden,7,0,0,0
302508,44692551,1,1,1,india,7,0,0,0
302509,44699151,2,2,1,india,6,0,0,0
302510,44702301,2,2,1,belgium,6,0,0,0
302511,44704051,2,6,3,united states,7,3,5,7
302514,47088001,3,3,1,south africa,7,0,0,0
302516,47091351,1,1,1,india,5,0,0,0
302523,48307305,2,4,2,united states,5,2,4,0
302529,49114051,1,3,3,india,7,5,0,0
302530,49212051,0,0,1,norway,5,0,0,0
302531,44705001,3,27,9,united states,3,3,7,3
302549,50249051,1,1,1,iran (islamic republic of),7,0,0,0
302550,50256951,1,1,1,germany,7,0,0,0
302551,44705601,1,20,17,france,7,6,7,6
302552,44707201,1,1,1,germany,7,0,0,0
302553,44713501,1,2,2,finland,5,0,0,0
302554,44716351,2,4,2,germany,14,7,5,0
302555,44716401,1,1,1,india,5,0,0,0
302557,46896901,1,1,1,france,5,0,0,0
302571,49119151,1,2,2,united states,5,4,0,0
302572,49123752,3,3,1,india,5,3,5,0
302573,49128101,1,1,1,china,5,0,0,0
302574,49135151,6,6,1,india,6,3,6,3
302576,51248401,3,3,1,united states,4,0,0,0
302578,48175901,1,1,1,germany,4,0,0,0
302581,48179001,2,2,1,canada,5,0,0,0
302584,48181901,1,9,6,egypt,7,6,5,0
302586,48362751,1,1,1,united states,5,0,0,0
302587,48422651,2,2,1,india,5,0,0,0
302590,49237201,1,1,1,france,5,0,0,0
302591,49239501,1,3,2,0,7,5,0,0
302594,48433901,3,3,1,germany,2,12,5,0
302595,48452501,0,0,2,india,3,12,0,0
302597,48471651,2,2,1,saudi arabia,5,0,0,0
302599,48472451,3,3,1,germany,2,4,0,0
302600,48475801,0,0,1,brazil,7,0,0,0
302601,48475951,0,0,1,netherlands,12,0,0,0
302604,51249601,6,6,1,sweden,12,7,0,0
302627,49251651,2,4,2,brazil,4,7,2,4
302628,50261901,2,2,1,australia,5,0,0,0
302631,46761301,0,1,2,argentina,5,0,0,0
302633,46762101,0,0,1,united states,4,0,0,0
302646,48044560,0,0,1,united states,3,0,0,0
302647,48044571,2,2,1,india,1,4,0,0
302648,48044701,1,1,1,south africa,4,0,0,0
302653,49257551,1,1,1,india,5,0,0,0
302655,49275451,1,3,2,united states,5,0,0,0
302669,48055459,2,5,2,united states,6,3,3,2
302672,48480501,0,0,1,0,4,0,0,0
302673,48489451,2,7,3,united states,6,7,6,0
302680,49154751,2,2,1,belarus,6,5,0,0
302685,51262501,3,3,1,india,5,7,0,0
302689,44730801,1,1,1,united kingdom,5,0,0,0
302704,48504751,1,1,1,japan,5,0,0,0
302705,49155101,1,2,2,finland,15,0,0,0
302706,49156401,1,1,1,india,5,0,0,0
302707,49158001,1,1,1,hungary,4,0,0,0
302710,51268051,2,2,1,syrian arab republic,5,0,0,0
302711,51280351,1,1,1,taiwan province of china,5,0,0,0
302712,51284701,1,2,2,united states,5,0,0,0
302713,51298001,1,1,1,india,5,0,0,0
302721,46896951,3,3,1,india,7,5,0,0
302725,47100551,1,1,1,united states,5,0,0,0
302726,47103351,2,2,1,india,5,0,0,0
302730,48198251,2,7,3,united states,6,4,5,0
302731,48198301,3,3,1,brazil,14,11,0,0
302740,50294801,1,1,1,chile,5,0,0,0
302741,50301651,1,1,1,brazil,5,0,0,0
302742,51321101,2,4,2,united states,5,0,0,0
302744,44743101,1,2,2,canada,14,4,0,0
302745,44750551,0,0,1,denmark,4,0,0,0
302746,44756751,1,1,1,finland,5,0,0,0
302747,44758851,0,0,1,iceland,5,0,0,0
302748,46771901,3,3,1,nigeria,5,0,0,0
302754,46909702,1,1,1,netherlands,5,0,0,0
302758,47108001,1,3,3,taiwan province of china,6,4,0,0
302759,47111501,7,7,1,south africa,2,2,4,0
302763,47989351,1,3,2,united states,4,0,0,0
302764,48521001,1,1,1,united states,5,0,0,0
302773,46920601,0,0,1,hong kong,7,0,0,0
302776,46929451,1,2,2,canada,3,0,0,0
302780,46935451,0,1,2,brazil,5,0,0,0
302787,46953351,3,6,2,united arab emirates,6,3,2,11
302794,47121351,1,1,1,egypt,5,0,0,0
302806,48567801,6,6,1,india,9,1,4,0
302807,48568351,0,0,1,united states,5,0,0,0
302808,48569701,2,2,1,united states,5,0,0,0
302815,50316401,0,0,2,turkey,12,5,0,0
302816,50346501,1,1,1,mexico,4,0,0,0
302817,44767901,11,11,1,united states,6,0,0,0
302832,48585401,0,0,1,thailand,5,0,0,0
302833,49168501,0,0,1,australia,5,0,0,0
302834,49169551,1,5,3,united states,6,7,5,0
302835,49169851,3,3,1,india,6,5,0,0
302836,49173301,1,1,1,united kingdom,5,0,0,0
302838,49179801,0,1,2,germany,5,0,0,0
302839,49193751,1,3,3,brazil,5,0,0,0
302846,47130851,0,0,1,united states,5,0,0,0
302872,39605051,0,0,1,united states,5,0,0,0
302884,49103651,1,4,3,canada,7,5,0,0
302892,49198251,1,1,1,united states,5,0,0,0
302894,51371801,1,1,1,united states,4,0,0,0
302895,51374151,0,0,1,united kingdom,7,0,0,0
302896,51390701,1,17,13,lithuania,5,7,5,7
302897,51403501,7,7,1,china,6,3,12,0
302898,51405101,2,7,3,united states,3,2,2,0
302902,46778501,1,1,1,italy,5,0,0,0
302904,46780251,1,3,2,united kingdom,5,0,0,0
302905,46784301,1,1,1,brazil,5,0,0,0
302917,49118551,0,0,1,canada,2,0,0,0
302919,49119851,2,2,1,singapore,2,7,0,0
302925,49132901,2,2,1,india,5,0,0,0
302926,49135101,2,6,3,india,6,3,5,0
302927,50350951,1,3,2,germany,5,0,0,0
302930,44784101,1,1,1,australia,5,0,0,0
302931,44795551,1,10,6,netherlands,3,2,3,3
302932,44801201,0,0,1,sweden,5,0,0,0
302933,44812401,0,0,1,poland,5,0,0,0
302935,44824451,1,1,1,germany,5,0,0,0
302936,44825001,1,1,1,india,4,0,0,0
302943,49144201,1,3,2,india,5,0,0,0
302945,49153051,2,5,2,united kingdom,3,4,0,0
302947,44826851,1,1,1,denmark,5,0,0,0
302948,44840901,1,5,3,germany,7,3,7,0
302949,44841607,0,0,1,pakistan,6,0,0,0
302950,44842051,1,1,1,pakistan,3,0,0,0
302951,44848801,2,4,2,netherlands,6,7,5,0
302955,47147051,1,5,3,united kingdom,6,5,0,0
302958,49164551,6,6,1,india,6,14,4,12
302973,48606851,1,1,1,italy,5,0,0,0
302974,48614901,1,4,3,france,4,0,0,0
302975,48620851,4,4,1,india,4,2,4,0
302976,48638351,0,0,1,singapore,5,0,0,0
302977,48639801,1,1,1,indonesia,7,0,0,0
302988,49306951,1,1,1,india,5,0,0,0
302989,49317801,2,2,1,united kingdom,5,0,0,0
302990,49326251,1,3,2,united states,5,0,0,0
302991,49326651,1,28,25,india,12,5,12,7
302994,49349001,1,1,1,united states,5,0,0,0
302996,49363201,0,0,2,brazil,5,0,0,0
302997,49375151,2,8,3,china,7,5,7,5
302998,49389401,0,0,1,india,4,0,0,0
303006,46797701,0,0,1,united states,5,0,0,0
303012,49203951,0,1,2,united states,3,5,0,0
303013,49224101,0,0,1,united states,7,0,0,0
303015,49225751,0,0,1,italy,5,0,0,0
303016,49390301,2,4,2,turkey,5,0,0,0
303017,51434051,4,4,1,india,5,7,5,0
303019,44848851,1,1,1,netherlands,3,0,0,0
303020,44854251,2,2,1,united states,6,3,0,0
303023,46817551,1,5,3,united states,2,7,2,4
303027,46822501,1,1,1,bangladesh,5,0,0,0
303028,47149851,0,0,1,canada,5,0,0,0
303031,49164801,1,1,1,china,5,0,0,0
303032,49166401,2,6,3,brazil,5,0,0,0
303033,49175751,3,3,1,india,7,5,0,0
303037,49200851,3,3,1,india,7,5,0,0
303038,49205001,1,1,1,united kingdom,5,0,0,0
303039,49206901,3,3,1,united states,4,0,0,0
303041,49213801,0,0,1,india,3,0,0,0
303042,44856601,1,2,2,canada,5,0,0,0
303043,44856851,0,0,2,italy,3,3,0,0
303044,44859851,2,5,2,iran (islamic republic of),6,7,3,7
303045,44860801,1,1,1,south korea,3,0,0,0
303046,44861601,1,1,1,india,3,0,0,0
303051,46996901,2,2,1,argentina,5,0,0,0
303056,48212201,1,1,1,united kingdom,4,0,0,0
303061,49217501,4,14,3,india,5,0,0,0
303065,46829004,3,3,1,bangladesh,8,14,7,0
303066,46830101,1,1,1,united states,5,0,0,0
303067,46830601,1,1,1,brazil,5,0,0,0
303072,47013951,2,2,1,australia,4,0,0,0
303073,47021101,2,2,1,indonesia,5,0,0,0
303074,47021401,2,2,1,chile,3,0,0,0
303083,50359351,1,1,1,italy,5,0,0,0
303084,44865901,1,1,1,belgium,3,0,0,0
303085,44868401,1,2,2,united states,3,0,0,0
303086,44868951,1,8,5,india,3,5,0,0
303089,46835651,0,0,1,singapore,5,0,0,0
303093,46842651,1,1,1,india,3,0,0,0
303108,48232301,4,13,3,canada,7,6,3,1
303113,47024801,1,1,1,india,4,0,0,0
303121,48071001,1,10,8,united states,7,6,7,6
303124,48235951,1,1,1,united states,3,0,0,0
303127,49434051,1,1,1,brazil,5,0,0,0
303128,49437701,4,4,1,india,3,7,5,0
303130,50372501,3,3,1,canada,7,5,0,0
303131,51451351,4,4,1,canada,5,0,0,0
303132,51454851,1,1,1,sweden,5,0,0,0
303134,47045051,1,1,1,india,5,0,0,0
303139,47067401,8,17,2,ireland,6,3,3,6
303149,51463601,0,0,1,sweden,5,0,0,0
303150,51469151,1,1,1,singapore,5,0,0,0
303151,51479001,3,39,11,norway,6,2,7,5
303152,51493351,1,1,1,united states,5,0,0,0
303153,51495201,0,0,1,canada,5,0,0,0
303154,51499101,5,5,1,india,6,3,12,0
303156,51545551,1,1,1,norway,5,0,0,0
303160,46844651,1,1,1,india,3,0,0,0
303170,48655351,0,0,1,turkey,5,0,0,0
303171,48671451,1,1,1,united states,5,0,0,0
303172,48683801,3,6,2,united states,6,3,7,4
303173,48685701,1,1,1,china,4,0,0,0
303175,50377701,0,0,2,mexico,5,0,0,0
303176,50381151,1,2,2,germany,5,0,0,0
303177,50398551,1,1,1,sweden,5,0,0,0
303178,51549001,1,1,1,united states,4,0,0,0
303179,51549451,2,2,1,india,6,5,0,0
303180,51566751,0,0,1,united states,5,0,0,0
303181,51576301,2,4,2,jordan,6,5,0,0
303182,51578401,6,19,3,romania,6,7,3,7
303188,47177951,2,2,1,singapore,3,3,0,0
303197,48698201,1,4,4,india,5,3,5,0
303199,50402151,0,0,1,south korea,5,0,0,0
303200,50434001,2,2,1,united states,3,3,0,0
303201,50477251,1,1,1,united states,4,0,0,0
303202,50492201,1,1,1,united states,5,0,0,0
303203,50503801,1,2,2,senegal,5,0,0,0
303209,47086301,2,2,1,india,6,3,0,0
303213,48720501,6,6,1,india,3,3,14,9
303214,48730051,1,1,1,united kingdom,4,0,0,0
303215,48733151,1,1,1,united arab emirates,5,0,0,0
303216,48753601,1,2,2,united kingdom,3,0,0,0
303217,48755151,1,6,4,costa rica,6,7,0,0
303218,48760001,0,0,1,united states,5,0,0,0
303219,48768651,1,2,2,united states,5,0,0,0
303220,50506451,0,0,1,united states,5,0,0,0
303221,50512951,1,1,1,india,3,0,0,0
303222,50515601,2,2,1,united states,3,0,0,0
303224,50535551,1,1,1,indonesia,5,0,0,0
303225,50548251,3,3,1,south korea,2,4,0,0
303226,50567353,1,2,2,australia,5,0,0,0
303227,50570851,1,1,1,united states,4,0,0,0
303228,39630601,2,2,1,india,5,0,0,0
303230,39634651,1,3,2,india,3,4,0,0
303232,39660351,1,4,3,france,2,7,5,0
303234,46846851,2,2,1,india,6,0,0,0
303238,47097101,0,1,2,united states,2,3,0,0
303239,47100701,0,1,2,india,5,0,0,0
303243,48080251,1,1,1,germany,5,0,0,0
303250,49443501,2,2,1,indonesia,2,5,0,0
303253,50577451,3,3,1,india,6,5,7,0
303257,39673451,1,3,2,italy,4,5,0,0
303260,39687201,3,7,2,france,2,4,7,2
303261,39690701,2,2,1,hong kong,5,0,0,0
303262,44882651,2,2,1,united states,3,0,0,0
303263,44883901,1,2,2,india,5,3,0,0
303265,46847351,1,1,1,india,5,0,0,0
303268,48770751,5,10,2,united states,1,7,6,9
303269,49263851,1,2,2,united states,5,0,0,0
303271,50606051,2,2,1,india,5,0,0,0
303272,50607701,0,0,1,united states,3,0,0,0
303273,50610151,2,4,2,united states,7,0,0,0
303275,50630801,1,2,2,panama,5,0,0,0
303276,50638751,4,8,2,united states,6,3,9,1
303277,50645001,1,1,1,brazil,5,0,0,0
303281,46850051,2,2,1,uzbekistan,7,5,0,0
303283,46853351,2,10,4,spain,6,0,0,0
303285,46859101,2,2,1,india,5,0,0,0
303289,46872101,0,1,2,australia,5,0,0,0
303293,48084901,2,2,1,india,5,0,0,0
303296,49280801,0,0,1,poland,3,0,0,0
303298,50660401,6,6,1,united states,7,5,7,0
303299,50671501,1,1,1,canada,5,0,0,0
303300,50688201,1,1,1,germany,5,0,0,0
303301,50691051,1,3,2,australia,7,4,0,0
303304,44888001,0,0,1,brazil,3,0,0,0
303305,44892401,1,1,1,india,3,0,0,0
303306,44898101,2,8,4,united states,4,6,4,6
303310,47186751,1,1,1,hong kong,5,0,0,0
303319,48773851,1,1,1,india,5,0,0,0
303320,49241201,1,1,1,united states,5,0,0,0
303321,49296151,1,1,1,india,3,0,0,0
303322,49297001,1,3,3,india,5,0,0,0
303323,49297851,0,0,1,netherlands,2,0,0,0
303330,46878451,1,1,1,united states,5,0,0,0
303331,47104701,1,16,11,singapore,3,5,0,0
303334,47113801,2,2,1,india,5,0,0,0
303339,48776201,0,1,2,india,3,7,0,0
303340,48790701,2,6,3,india,6,7,5,0
303341,48794651,1,1,1,india,5,0,0,0
303342,48802051,0,1,3,new zealand,6,3,5,0
303343,48802651,0,0,1,iraq,4,0,0,0
303344,48808201,7,15,2,netherlands,3,6,6,3
303345,48808301,2,2,1,united states,2,4,0,0
303348,49252801,0,0,1,bulgaria,3,0,0,0
303350,49256301,0,0,1,united states,5,0,0,0
303351,49259551,1,1,1,india,5,0,0,0
303353,39702651,1,1,1,united states,5,0,0,0
303359,47128151,0,0,1,united states,5,0,0,0
303363,47134901,1,1,1,india,5,0,0,0
303368,48827951,1,1,1,india,5,0,0,0
303369,49286051,0,0,1,belarus,5,0,0,0
303370,49289851,0,0,1,finland,5,0,0,0
303384,47142951,1,6,4,united states,6,3,3,5
303386,47153251,1,1,1,united states,4,0,0,0
303404,51585151,0,0,1,canada,4,0,0,0
303405,51605401,2,2,1,netherlands,7,0,0,0
303406,51608051,7,7,1,united kingdom,4,6,1,2
303408,51632251,1,2,2,spain,5,0,0,0
303414,47996878,1,1,1,united states,4,0,0,0
303415,47997069,1,1,1,united states,3,0,0,0
