,Contact ID,Average Pageviews,Number of Pageviews,Number of Sessions,IP Country,url0,url1,url2,url3
5052,11580,2,12,5,united states,3,6,7,3
5059,11874,1,1,1,india,3,0,0,0
5063,11899,1,1,1,india,3,0,0,0
5065,12674,2,2,1,canada,3,3,0,0
5068,15964,1,2,2,ireland,3,3,0,0
5087,12753,1,5,3,united states,7,5,2,2
5091,12766,1,3,3,poland,3,7,3,0
5099,13732,1,2,2,united states,3,0,0,0
5107,11321,1,1,1,united states,3,0,0,0
5130,11125,0,0,1,germany,2,0,0,0
5138,12118,1,1,1,india,5,0,0,0
5140,12843,1,1,1,united states,3,0,0,0
5142,12852,3,3,1,india,3,5,0,0
5148,12913,5,23,4,japan,7,8,7,2
5150,13867,1,2,2,canada,3,3,0,0
5161,11261,1,6,4,nigeria,3,6,7,6
5162,11262,4,8,2,united states,3,5,6,5
5165,12048,1,2,2,united states,3,3,0,0
5168,12120,0,0,1,australia,3,0,0,0
5171,12172,1,3,2,ireland,5,0,0,0
5172,12173,1,3,3,serbia,3,0,0,0
5174,12234,1,1,1,poland,3,0,0,0
5181,12938,1,1,1,canada,3,0,0,0
5182,12976,1,6,4,united states,3,3,3,0
5190,12334,1,41,22,poland,3,3,7,5
5191,12338,1,38,29,india,3,3,3,3
5195,12519,1,1,1,united states,3,0,0,0
5196,12922,1,1,1,india,4,0,0,0
5198,13206,1,2,2,australia,3,3,0,0
5201,13353,1,3,2,nigeria,6,7,3,0
5206,16467,0,0,1,india,5,0,0,0
5208,16523,1,3,2,australia,4,6,0,0
5209,16552,2,2,1,australia,7,3,0,0
5218,17018,4,70,16,united states,3,1,3,0
5222,11310,1,4,3,united states,5,0,0,0
5223,11326,1,14,10,united states,3,0,3,14
5224,11367,3,3,1,portugal,4,7,3,0
5225,11508,3,10,3,united kingdom,5,3,6,3
5230,11606,3,62,17,india,7,9,9,9
5232,12178,1,1,1,turkey,3,0,0,0
5233,12185,1,22,15,malaysia,3,1,3,3
5244,17038,3,3,1,india,8,5,0,0
5247,17104,2,10,4,france,6,3,6,7
5249,17132,1,9,8,france,3,2,3,4
5253,11663,2,2,1,united states,4,6,0,0
5259,11764,1,6,4,united states,3,3,3,6
5268,11938,4,8,2,united states,6,1,0,0
5270,12195,0,0,1,united states,5,0,0,0
5273,13221,2,34,12,united states,7,2,2,2
5287,11557,0,0,1,united states,5,0,0,0
5295,11666,5,5,1,india,6,14,5,0
5298,11718,1,2,2,united states,3,0,0,0
5303,14023,1,1,1,italy,3,0,0,0
5312,11832,1,3,3,united states,3,3,3,0
5317,11914,2,14,5,india,3,4,3,3
5331,12440,2,2,1,portugal,4,0,0,0
5333,12769,1,1,1,united states,3,0,0,0
5337,13655,1,1,1,spain,5,0,0,0
5338,13681,1,7,5,singapore,6,7,2,7
5345,12101,3,9,3,turkey,3,0,0,0
5347,12128,0,0,1,united states,3,0,0,0
5357,12501,1,5,3,united states,3,4,0,0
5359,12875,1,3,2,india,4,4,5,0
5368,14025,2,2,1,chile,5,3,0,0
5373,12215,2,2,1,united kingdom,7,3,0,0
5377,12317,1,3,3,united states,3,3,4,0
5378,12318,1,12,8,israel,3,7,3,7
5388,12516,1,11,10,bulgaria,3,3,0,0
5391,12929,2,13,5,united kingdom,5,0,0,0
5396,14374,3,3,1,canada,7,4,3,0
5404,12538,1,1,1,colombia,1,0,0,0
5407,12650,1,3,2,france,3,3,0,0
5408,12654,1,1,1,united states,3,0,0,0
5412,12692,1,12,8,united kingdom,7,3,3,3
5418,13010,1,50,30,angola,9,7,2,3
5419,13016,3,7,2,india,8,14,1,4
5420,13017,1,3,2,united kingdom,3,0,0,0
5422,13133,0,0,1,united states,4,0,0,0
5427,14606,2,9,4,india,3,3,3,3
5430,12803,4,14,3,india,9,9,9,9
5432,12825,2,10,5,canada,3,6,3,6
5437,12869,2,2,1,united states,6,3,0,0
5442,12928,4,4,1,united states,3,0,0,0
5446,12946,1,1,1,morocco,3,0,0,0
5459,13457,1,12,10,united states,2,3,0,0
5478,13664,2,12,5,colombia,7,1,7,3
5481,13699,1,1,1,united states,3,0,0,0
5482,13701,1,3,2,united states,2,4,3,0
5487,13791,2,2,1,united states,3,0,0,0
5508,13603,1,1,1,united states,3,0,0,0
5515,13766,1,2,2,japan,3,0,0,0
5518,13827,1,9,5,sweden,3,3,8,7
5519,13836,1,1,1,brazil,3,0,0,0
5524,6255,1,1,1,netherlands,1,0,0,0
5527,7137,0,0,1,united states,15,0,0,0
5528,7140,2,2,1,united kingdom,2,4,0,0
5537,8251,1,6,4,canada,3,7,3,11
5538,10422,2,2,1,united states,6,0,0,0
5544,10596,6,62,9,canada,9,9,5,9
5551,8619,3,18,5,india,3,3,6,7
5558,8970,1,3,2,india,3,0,0,0
5562,8992,2,4,2,united states,8,3,0,0
5570,10915,1,4,3,australia,2,1,0,0
5579,11079,2,2,1,bulgaria,3,0,0,0
5589,9630,1,2,2,united states,3,0,0,0
5591,9649,1,1,1,canada,3,0,0,0
5609,11308,0,0,1,oman,3,0,0,0
5610,10096,0,0,1,united states,5,0,0,0
5615,10204,1,3,3,united states,2,2,3,0
5630,11408,2,91,40,france,6,7,12,3
5634,11510,1,6,5,united states,3,9,2,3
5637,11516,1,2,2,switzerland,7,3,0,0
5640,10425,2,2,1,india,1,0,0,0
5641,10437,1,16,9,israel,3,3,0,0
5650,10760,0,0,1,united states,4,0,0,0
5671,11827,1,1,1,united states,3,0,0,0
5680,12023,1,4,3,spain,6,3,0,0
5690,12245,1,1,1,egypt,3,0,0,0
5720,14788,1,1,1,spain,5,0,0,0
5727,15081,1,1,1,iran (islamic republic of),3,0,0,0
5730,15202,1,1,1,canada,3,0,0,0
5732,15274,0,0,1,argentina,3,0,0,0
5738,15465,1,1,1,united states,3,0,0,0
5739,15473,1,10,7,united states,3,3,3,3
5748,15758,0,0,1,israel,3,0,0,0
5753,15910,3,9,3,united states,6,6,3,3
5765,16364,2,62,22,russian federation,6,7,3,2
5769,16526,2,2,1,united states,5,0,0,0
5770,16565,3,3,1,united states,5,0,0,0
5775,16803,7,7,1,mexico,3,3,3,3
5776,16939,1,1,1,brazil,3,0,0,0
5777,16948,0,0,1,canada,5,0,0,0
5778,17004,0,0,1,united states,11,0,0,0
5780,17055,1,1,1,united states,3,0,0,0
5788,17444,2,2,1,united states,3,0,0,0
5796,4968,1,1,1,united kingdom,1,0,0,0
5799,5063,1,1,1,united states,5,0,0,0
5801,5414,1,13,9,united states,6,3,3,3
5808,6201,2,8,4,india,3,7,3,7
5811,17748,2,2,1,france,3,0,0,0
5818,17951,1,1,1,india,3,0,0,0
5848,10959,5,5,1,united states,3,6,3,6
5854,9415,1,2,2,india,3,0,0,0
5862,10993,1,6,4,india,7,4,0,0
5865,11093,1,1,1,sweden,8,0,0,0
5871,14474,1,1,1,india,3,0,0,0
5872,14485,3,14,4,india,3,3,6,3
5887,9966,1,1,1,ireland,3,0,0,0
5889,10031,0,0,1,united states,4,0,0,0
5892,10081,1,11,7,united kingdom,5,2,2,4
5898,10227,1,2,2,brazil,5,0,0,0
5907,14751,2,8,4,united states,2,4,7,2
5914,10299,1,3,2,denmark,5,0,0,0
5917,10363,2,44,20,united states,2,7,5,6
5924,10488,1,1,1,united arab emirates,5,0,0,0
5925,10491,4,4,1,united states,2,4,7,3
5927,11352,1,3,3,romania,3,0,0,0
5947,11545,4,4,1,india,6,3,7,5
5950,11578,3,39,11,japan,2,2,2,2
5957,14939,2,46,18,india,3,9,9,9
5958,14979,2,10,4,japan,5,4,3,6
5959,15007,1,3,2,switzerland,3,2,3,0
5961,15021,1,1,1,united states,5,0,0,0
5964,15084,1,2,2,ireland,3,0,0,0
5965,15095,1,5,3,australia,3,3,3,0
5973,11775,1,1,1,united states,3,0,0,0
5974,11793,1,5,5,germany,3,3,3,1
5975,11810,1,3,2,united states,5,0,0,0
5980,13462,2,15,7,ukraine,5,0,0,0
5983,13604,3,3,1,brazil,4,3,0,0
5985,13633,2,2,1,india,2,3,0,0
5997,15367,2,4,2,tunisia,3,3,6,5
6000,11926,1,1,1,tunisia,7,0,0,0
6001,11939,1,1,1,united states,5,0,0,0
6008,13767,1,1,1,india,3,0,0,0
6009,13809,1,3,3,colombia,5,0,0,0
6011,13828,1,3,2,netherlands,1,7,8,0
6017,15470,1,1,1,united states,3,0,0,0
6020,15517,1,14,9,australia,3,3,6,7
6023,15550,1,1,1,india,12,0,0,0
6024,15581,2,2,1,india,5,3,0,0
6025,15589,2,5,2,india,3,4,0,0
6037,12181,3,33,10,india,8,9,9,9
6038,14130,1,47,25,united states,3,3,2,3
6039,14135,1,13,11,taiwan province of china,3,3,0,0
6045,15786,1,3,3,india,8,1,0,0
6046,15860,1,13,10,india,6,7,0,0
6048,15935,1,22,22,united states,3,3,3,3
6053,16001,1,4,4,united kingdom,3,3,3,1
6067,12411,2,2,1,hong kong,1,0,0,0
6084,16215,2,8,4,brazil,3,3,3,8
6103,15062,1,1,1,italy,6,0,0,0
6109,15256,1,7,6,nepal,3,3,3,3
6111,16451,1,6,4,india,2,3,7,3
6118,16574,1,1,1,india,3,0,0,0
6119,16603,4,9,2,united states,3,2,3,3
6121,12638,1,1,1,ukraine,1,0,0,0
6122,12663,1,1,1,japan,3,0,0,0
6135,15344,1,1,1,india,5,0,0,0
6138,15391,1,14,10,germany,5,0,0,0
6140,15454,2,16,6,tunisia,6,7,3,9
6146,16690,2,8,4,singapore,2,4,7,5
6155,12997,1,17,10,united states,3,2,2,3
6162,15634,3,9,3,united states,3,7,3,6
6165,15722,1,1,1,india,3,0,0,0
6166,15729,2,2,1,japan,5,0,0,0
6168,15885,2,16,7,switzerland,5,3,3,2
6169,15886,1,1,1,egypt,5,0,0,0
6172,15988,5,5,1,india,6,4,8,5
6178,16050,1,3,2,italy,3,0,0,0
6192,16459,0,0,1,india,5,0,0,0
6205,17411,3,24,7,spain,3,0,0,0
6209,18228,1,1,1,canada,3,0,0,0
6211,17666,3,7,2,germany,1,1,3,0
6217,17862,2,5,2,united states,2,4,8,14
6218,17866,1,1,1,indonesia,3,0,0,0
6227,18220,2,12,5,india,3,3,0,0
6240,11441,1,6,4,united states,8,1,7,4
6243,11504,13,13,1,united states,3,9,1,4
6246,18394,2,2,1,south korea,2,3,0,0
6249,18626,1,5,3,hong kong,2,3,7,3
6254,18862,2,2,1,united states,7,3,0,0
6258,19009,1,20,18,united states,2,3,3,0
6262,19268,2,4,2,nepal,3,5,3,0
6266,19677,1,1,1,china,3,0,0,0
6267,19700,1,2,2,taiwan province of china,7,3,0,0
6268,19802,0,0,2,india,3,5,0,0
6269,19976,1,2,2,india,3,0,0,0
6273,11714,0,0,1,united states,4,0,0,0
6319,23569,1,4,3,china,5,4,5,0
6329,26716,1,2,2,united states,3,0,0,0
6335,11952,2,2,1,united states,6,3,0,0
6348,24146,3,3,1,united states,7,8,3,0
6366,13854,1,1,1,sweden,3,0,0,0
6376,25528,1,1,1,india,5,0,0,0
6387,30517,1,13,10,united states,3,3,2,7
6388,32428,3,20,6,germany,2,4,2,3
6395,12133,1,1,1,united states,1,0,0,0
6404,30655,1,1,1,united states,4,0,0,0
6433,14364,1,9,6,france,3,3,3,3
6441,32982,2,2,1,spain,3,0,0,0
6445,33843,1,1,1,germany,3,0,0,0
6465,14526,1,1,1,united states,3,0,0,0
6483,10863,1,1,1,australia,3,0,0,0
6525,12853,2,9,4,united states,1,8,4,3
6529,13601,1,1,1,bulgaria,3,0,0,0
6530,13684,0,0,1,bolivia,15,0,0,0
6537,34413,2,4,2,india,11,0,0,0
6547,11175,1,3,2,united kingdom,3,3,0,0
6548,11191,3,7,2,united states,8,14,1,4
6554,13760,2,5,2,united states,3,0,3,0
6557,13845,1,4,3,india,3,4,3,5
6560,15236,1,4,3,united states,6,7,3,0
6573,12968,2,2,1,india,5,0,0,0
6574,12984,1,17,9,united states,7,3,3,3
6582,13254,1,4,3,united states,3,0,7,3
6585,13697,1,4,4,united states,3,0,0,0
6594,14012,1,3,2,finland,5,0,0,0
6607,11451,0,0,1,philippines,5,0,0,0
6609,11522,1,2,2,india,3,0,0,0
6610,11581,1,4,3,united kingdom,4,3,3,0
6612,11596,1,1,1,united states,5,0,0,0
6615,11701,1,4,3,canada,8,7,3,0
6617,14110,1,1,1,united states,4,0,0,0
6620,14149,2,5,2,france,2,4,5,0
6634,11753,1,1,1,bulgaria,1,0,0,0
6636,11773,1,1,1,poland,3,0,0,0
6650,14399,3,12,4,united kingdom,3,0,0,0
6651,14463,1,26,17,united states,15,3,7,8
6652,14477,1,3,3,united states,3,8,0,0
6659,14613,1,1,1,singapore,3,0,0,0
6662,11990,1,3,3,netherlands,3,3,3,0
6671,12198,2,5,2,united states,11,0,0,0
6673,12219,0,0,1,slovakia (slovak republic),10,0,0,0
6682,14908,1,1,1,india,5,0,0,0
6683,14913,1,9,5,denmark,6,7,2,2
6691,12244,2,5,2,united states,2,2,3,2
6704,12523,1,1,1,india,5,0,0,0
6724,12618,1,4,3,india,3,3,3,0
6726,12640,1,4,4,united states,4,3,0,0
6733,14942,1,1,1,united states,3,0,0,0
6744,15269,1,1,1,philippines,3,0,0,0
6745,15286,1,3,2,thailand,3,0,0,0
6747,15361,1,4,3,philippines,5,3,4,3
6757,15771,1,1,1,poland,3,0,0,0
6763,16020,0,0,1,united states,4,0,0,0
6773,16181,1,1,1,turkey,8,0,0,0
6776,16402,1,7,5,turkey,7,3,3,0
6777,16431,1,1,1,canada,3,0,0,0
6778,16434,1,6,4,germany,5,0,0,0
6781,14383,1,3,2,ireland,5,0,0,0
6783,14467,2,5,2,india,3,4,2,0
6787,14603,1,7,4,peru,5,0,0,0
6794,16549,1,5,4,united arab emirates,3,4,3,3
6795,16575,1,4,3,spain,3,0,0,0
6796,16585,1,4,4,united states,3,2,3,3
6803,16820,1,3,2,india,3,3,0,0
6804,16841,1,1,1,india,3,0,0,0
6809,17023,2,2,1,canada,3,0,0,0
6811,12643,1,9,5,poland,3,3,6,6
6822,12955,1,30,19,netherlands,2,3,2,3
6824,13658,2,5,2,australia,2,3,3,3
6826,13695,5,5,1,poland,5,0,0,0
6827,13716,1,3,3,united states,3,3,0,0
6832,15273,1,5,4,netherlands,7,3,0,0
6837,15296,0,1,2,united states,5,3,0,0
6845,13802,1,1,1,india,3,0,0,0
6847,14014,4,9,2,united states,12,7,9,1
6850,14117,2,6,3,kenya,3,0,0,0
6853,14397,1,2,2,united states,3,1,0,0
6885,14928,1,2,2,senegal,3,3,0,0
6886,14930,1,2,2,india,3,5,0,0
6889,15038,1,1,1,united states,3,0,0,0
6894,15642,1,1,1,ukraine,3,0,0,0
6910,15103,1,1,1,israel,3,0,0,0
6916,15488,1,1,1,australia,3,0,0,0
6917,15496,2,14,5,japan,3,2,8,2
6945,13826,2,2,1,united states,3,0,0,0
6948,13876,2,5,2,nigeria,6,7,5,7
6955,15909,0,0,1,netherlands,3,0,0,0
6956,15927,1,2,2,united states,3,0,0,0
6964,10945,1,1,1,sri lanka,1,0,0,0
6966,11003,2,2,1,united states,3,0,0,0
6969,11025,2,14,6,united states,3,5,8,3
6975,14019,3,19,5,india,3,9,9,9
6977,14144,2,8,4,turkey,3,4,3,0
6982,15762,1,1,1,united states,3,0,0,0
6990,11099,1,1,1,canada,3,0,0,0
7011,17212,2,8,3,singapore,3,2,5,7
7013,17240,1,1,1,india,3,0,0,0
7015,17248,1,7,5,united states,3,7,6,7
7016,17282,2,4,2,india,5,0,0,0
7021,14511,1,7,6,united states,3,3,5,7
7023,14761,1,1,1,india,3,0,0,0
7024,14762,1,1,1,south africa,3,0,0,0
7028,14958,1,1,1,france,3,0,0,0
7035,15310,1,19,10,australia,2,4,3,3
7042,16008,1,1,1,south korea,3,0,0,0
7043,16065,2,9,4,india,7,5,3,3
7045,16141,0,0,2,united states,3,3,0,0
7046,16154,1,1,1,spain,3,0,0,0
7065,17683,4,26,6,singapore,7,8,4,3
7082,13152,1,51,51,bulgaria,3,3,3,3
7083,13165,1,1,1,united states,3,0,0,0
7089,14837,1,2,2,india,3,3,0,0
7090,14840,1,11,11,singapore,3,3,3,3
7095,15366,1,5,5,argentina,3,6,10,0
7097,15390,2,2,1,united states,5,0,0,0
7100,16501,1,1,1,united states,5,0,0,0
7115,11290,4,9,2,japan,3,5,0,0
7117,13174,1,4,4,spain,3,3,0,0
7119,15455,5,5,1,pakistan,11,9,9,9
7120,16375,1,1,1,australia,3,0,0,0
7122,16403,1,1,1,india,3,0,0,0
7126,17017,2,2,1,czech republic,1,3,0,0
7149,15480,1,1,1,belgium,3,0,0,0
7154,17878,1,1,1,india,3,0,0,0
7157,17918,11,11,1,india,9,9,1,2
7161,18295,1,18,14,australia,3,3,3,3
7164,18373,6,6,1,united states,6,6,5,0
7166,18505,1,5,5,myanmar,6,3,0,0
7170,11298,1,1,1,spain,3,0,0,0
7172,15210,1,1,1,malaysia,3,0,0,0
7179,15481,1,3,2,united states,3,4,3,0
7186,15738,1,1,1,united states,3,0,0,0
7192,18682,7,7,1,united states,2,2,3,2
7193,18728,1,31,18,brazil,6,7,9,9
7204,15782,1,10,6,united states,7,6,6,6
7206,15875,1,1,1,brazil,5,0,0,0
7207,15912,2,5,2,canada,3,7,8,7
7208,17378,1,2,2,singapore,3,0,0,0
7215,21516,1,1,1,china,3,0,0,0
7223,35437,1,5,4,ireland,3,3,3,3
7233,13351,2,2,1,united states,2,3,0,0
7234,13352,1,2,2,united states,3,5,0,0
7244,13779,1,6,5,india,2,2,3,3
7249,35727,1,1,1,india,5,0,0,0
7273,14396,3,9,3,mexico,2,4,5,7
7274,14398,2,2,1,nigeria,6,5,0,0
7280,14827,1,18,13,south korea,3,3,3,7
7287,36198,1,1,1,united states,3,0,0,0
7288,36199,3,3,1,india,5,0,0,0
7290,11383,0,0,1,india,5,0,0,0
7301,15987,3,9,3,india,2,4,2,4
7305,16111,2,2,1,czech republic,8,0,0,0
7310,16207,1,1,1,united states,7,0,0,0
7317,16906,1,3,3,united states,3,8,0,0
7318,16909,1,1,1,united states,3,0,0,0
7340,17700,2,7,3,brazil,6,3,7,3
7352,15035,2,14,5,italy,3,3,7,4
7355,15208,1,14,14,spain,3,3,3,8
7357,15244,0,1,2,mexico,3,5,0,0
7358,15308,2,2,1,taiwan province of china,6,3,0,0
7367,15707,1,3,2,brazil,5,4,0,0
7370,15861,3,3,1,mexico,7,5,0,0
7377,24309,0,0,1,switzerland,5,0,0,0
7392,16373,1,1,1,united states,3,0,0,0
7419,17824,1,2,2,pakistan,7,8,0,0
7423,17906,2,2,1,malaysia,3,0,0,0
7427,17945,1,3,3,czech republic,4,0,0,0
7440,11824,1,1,1,canada,3,0,0,0
7447,15710,1,1,1,germany,3,0,0,0
7450,16654,7,7,1,canada,3,3,6,9
7454,16901,2,2,1,australia,3,0,0,0
7456,17066,2,8,3,hong kong,1,4,5,7
7468,36397,3,6,2,united states,1,3,2,4
7473,12007,1,1,1,united states,3,0,0,0
7486,17070,3,7,2,ireland,3,3,3,3
7487,17102,2,2,1,turkey,5,0,0,0
7488,17144,3,10,3,india,7,3,7,3
7490,17224,1,2,2,japan,3,0,0,0
7506,17236,1,5,4,united states,3,3,8,0
7510,17285,1,1,1,denmark,8,0,0,0
7511,17292,4,4,1,united states,6,0,0,0
7514,17370,1,1,1,canada,3,0,0,0
7518,17684,3,10,3,india,11,7,1,0
7523,18406,3,3,1,spain,3,2,3,0
7533,15923,2,2,1,viet nam,6,3,0,0
7547,36624,2,14,5,belgium,2,3,3,2
7554,36751,2,2,1,singapore,3,3,0,0
7569,37581,1,1,1,india,1,0,0,0
7580,38081,1,1,1,russian federation,3,0,0,0
7587,38320,2,2,1,india,3,0,0,0
7591,12445,3,7,2,india,3,6,3,3
7603,12868,2,13,5,italy,2,3,2,3
7616,35252,1,1,1,czech republic,3,0,0,0
7625,13256,2,2,1,united states,3,0,0,0
7633,18916,1,3,3,indonesia,7,3,3,0
7636,29113,1,1,1,united states,3,0,0,0
7651,13660,1,1,1,taiwan province of china,5,0,0,0
7656,16834,1,3,2,united states,7,11,0,0
7671,35673,2,2,1,germany,3,0,0,0
7686,17052,2,2,1,norway,3,0,0,0
7687,17071,1,2,2,united states,3,3,0,0
7691,19999,0,0,1,united states,3,0,0,0
7696,20908,2,2,1,united states,5,0,0,0
7710,17281,1,1,1,united states,3,0,0,0
7711,17294,1,1,1,india,3,0,0,0
7713,17391,2,2,1,japan,3,3,0,0
7714,17440,5,5,1,united states,2,2,9,4
7735,34091,1,4,3,india,6,7,5,0
7740,17807,2,4,2,india,6,7,12,3
7761,28565,1,1,1,united states,3,0,0,0
7766,36314,0,1,2,canada,5,0,0,0
7773,17984,1,6,6,netherlands,12,3,3,4
7775,18111,2,17,8,united states,3,7,2,7
7776,18122,1,1,1,germany,3,0,0,0
7779,18222,1,6,4,united kingdom,3,3,3,3
7780,18227,2,4,2,trinidad and tobago,5,3,3,5
7785,36461,0,0,1,united states,5,0,0,0
7792,36801,3,3,1,macedonia,2,4,3,0
7805,18421,2,17,7,india,7,3,7,2
7806,18525,2,2,1,canada,6,3,0,0
7811,18855,1,4,4,germany,3,3,3,3
7813,18915,2,6,3,brazil,3,6,7,5
7825,37388,3,3,1,ireland,3,0,0,0
7830,19001,1,1,1,viet nam,3,0,0,0
7844,37930,3,3,1,egypt,3,5,0,0
7845,37946,2,7,3,russian federation,3,7,3,5
7854,38236,2,2,1,united states,5,0,0,0
7869,24575,2,2,1,india,3,0,0,0
7873,26166,3,3,1,china,6,7,3,0
7875,27706,1,2,2,china,3,3,0,0
7879,38385,1,3,3,united states,3,3,0,0
7890,12842,1,4,4,denmark,3,0,0,0
7896,12920,1,1,1,germany,3,0,0,0
7898,12973,6,19,3,united states,8,3,9,9
7901,13108,2,5,2,united states,5,0,0,0
7909,13669,1,2,2,pakistan,6,3,0,0
7919,32579,3,3,1,united states,7,8,3,0
7920,13674,2,4,2,viet nam,5,0,0,0
7929,14020,1,14,10,canada,3,3,7,2
7933,14119,1,2,2,singapore,5,0,0,0
7935,14381,3,7,2,united states,4,1,9,1
7954,15050,0,0,1,india,7,0,0,0
7958,15259,1,2,2,bulgaria,3,0,0,0
7959,15268,2,4,2,brazil,6,0,0,0
7962,15468,4,4,1,india,2,2,1,3
7970,15595,1,2,2,australia,3,0,0,0
7975,15871,1,1,1,united states,3,0,0,0
7978,15965,0,0,1,united states,3,0,0,0
7986,16134,2,4,2,india,4,3,6,1
7990,16218,1,1,1,united states,3,0,0,0
7999,16512,3,10,3,india,4,2,4,2
8001,16524,2,2,1,japan,3,0,0,0
8006,16568,1,1,1,india,3,0,0,0
8010,16599,2,2,1,japan,9,3,0,0
8011,16636,1,1,1,united states,3,0,0,0
8018,16826,2,2,1,india,3,3,0,0
8020,16930,6,6,1,united states,4,2,8,1
8023,17051,1,1,1,united states,3,0,0,0
8026,17123,4,8,2,italy,7,6,9,3
8048,17708,1,1,1,france,3,0,0,0
8056,17916,1,85,49,united states,2,4,2,4
8058,38638,1,1,1,united states,3,0,0,0
8068,39102,1,1,1,spain,3,0,0,0
8073,14806,1,1,1,spain,3,0,0,0
8077,14851,1,2,2,australia,3,0,0,0
8078,14903,0,0,1,new zealand,5,0,0,0
8080,17923,1,6,6,france,3,3,3,3
8084,18280,1,1,1,united states,5,0,0,0
8085,18322,1,2,2,united states,3,3,0,0
8087,18379,3,3,1,netherlands,4,14,3,0
8092,39401,1,1,1,canada,3,0,0,0
8094,39506,0,0,1,france,3,0,0,0
8096,39569,2,2,1,united states,5,0,0,0
8098,39819,1,1,1,united states,3,0,0,0
8100,14932,2,2,1,egypt,3,0,0,0
8103,14964,1,1,1,spain,3,0,0,0
8114,18564,2,2,1,italy,3,0,0,0
8119,18720,1,1,1,india,1,0,0,0
8120,18759,1,1,1,norway,5,0,0,0
8123,18902,0,0,1,united states,2,0,0,0
8139,15224,0,0,1,united states,3,0,0,0
8142,15333,1,3,2,united kingdom,7,4,0,0
8157,40206,4,4,1,japan,3,5,0,0
8158,40250,1,2,2,united states,3,0,0,0
8160,15334,4,4,1,iran (islamic republic of),2,2,5,0
8164,16078,1,1,1,brazil,3,0,0,0
8168,16187,1,7,5,germany,3,0,0,0
8169,16190,10,10,1,united states,6,7,3,4
8171,20987,1,1,1,china,3,0,0,0
8177,40311,1,1,1,united states,3,0,0,0
8180,40393,1,1,1,united states,3,0,0,0
8190,15340,1,2,2,united states,3,3,0,0
8198,15518,0,0,1,united kingdom,3,0,0,0
8201,15557,2,2,1,ireland,3,0,0,0
8203,16229,3,3,1,united states,5,0,0,0
8205,16389,2,2,1,thailand,3,0,0,0
8220,15632,1,2,2,united states,12,3,0,0
8222,15715,2,2,1,united kingdom,3,8,0,0
8224,15746,1,8,7,united states,3,3,3,3
8242,24422,1,1,1,china,5,0,0,0
8252,15960,4,9,2,japan,2,9,9,9
8264,17105,5,22,4,india,9,9,9,9
8268,34389,1,5,3,new zealand,6,7,6,0
8279,41446,1,2,2,singapore,5,0,0,0
8282,16077,0,1,4,germany,3,5,9,3
8283,16225,0,1,2,india,5,0,0,0
8312,16429,1,6,6,hong kong,3,3,1,3
8314,16495,5,11,2,united states,7,6,7,8
8319,18221,3,6,2,india,2,2,4,6
8352,18242,1,1,1,mexico,3,0,0,0
8360,35572,1,2,2,india,7,3,0,0
8362,35576,1,1,1,india,4,0,0,0
8365,35658,1,1,1,india,12,0,0,0
8366,35701,1,1,1,united states,3,0,0,0
8397,42604,2,6,3,united states,5,2,3,2
8404,18651,1,1,1,egypt,3,0,0,0
8405,18655,1,1,1,spain,3,0,0,0
8407,18753,1,5,4,united states,2,3,3,3
8408,18756,10,20,2,australia,6,7,3,3
8434,17354,4,41,9,india,7,3,2,2
8435,17367,1,3,2,united states,3,0,0,0
8445,21167,2,2,1,united states,2,3,0,0
8456,34021,1,22,21,sweden,1,3,3,0
8461,17420,1,1,1,pakistan,3,0,0,0
8462,17443,1,2,2,united states,8,3,0,0
8465,17662,3,3,1,germany,3,3,0,0
8466,21450,7,7,1,china,9,9,9,1
8493,27665,1,1,1,japan,3,0,0,0
8506,34852,2,2,1,united states,3,0,0,0
8508,34950,1,1,1,united states,8,0,0,0
8510,36920,1,7,5,india,5,3,0,0
8513,37016,1,1,1,india,8,0,0,0
8523,35161,1,1,1,india,5,0,0,0
8527,35340,1,17,13,united states,6,3,3,3
8578,38366,1,2,2,united states,3,0,0,0
8581,17436,2,5,2,india,1,3,3,0
8585,17599,1,2,2,viet nam,3,0,0,0
8588,17670,1,1,1,poland,3,0,0,0
8592,36493,2,2,1,turkey,1,3,0,0
8608,38551,1,6,4,france,3,2,3,2
8636,18420,1,2,2,philippines,7,3,0,0
8644,15001,1,1,1,united states,3,0,0,0
8646,15015,1,2,2,india,3,1,0,0
8649,15094,1,37,36,turkey,3,0,0,0
8660,15522,6,34,5,bulgaria,1,7,1,4
8663,18652,1,5,4,united states,2,3,0,0
8667,18708,15,31,2,united states,2,2,2,2
8675,15548,1,1,1,spain,3,0,0,0
8676,15578,1,3,3,united states,3,0,0,0
8678,15604,1,1,1,canada,3,0,0,0
8680,15611,0,0,1,poland,3,0,0,0
8681,16069,1,2,2,united states,3,0,0,0
8683,16101,5,10,2,india,5,8,0,0
8702,15755,1,1,1,canada,3,0,0,0
8704,15793,2,4,2,united kingdom,8,3,3,7
8709,15966,1,1,1,netherlands,3,0,0,0
8711,16590,1,1,1,thailand,3,0,0,0
8723,19596,1,1,1,india,3,0,0,0
8726,19972,4,8,2,india,3,7,3,5
8736,16908,1,3,2,united states,3,3,3,0
8738,17035,3,9,3,france,3,3,1,4
8742,17295,4,8,2,canada,4,1,9,2
8748,17739,1,1,1,czech republic,3,0,0,0
8758,21823,1,1,1,china,3,0,0,0
8759,22510,2,2,1,china,3,0,0,0
